id,tweet,text_processed,class
"1,48236E+18",QUE SEAS MUY FELIZ Y SI REALMENTE NO ERA YO LA MUJER PARA TU VIDA QUE ALGUNA TE AME CON TODO SU SER.,feliz si realmente mujer vido alguno ame ser,2
"1,48236E+18", Jajajaja est Excelente ese Mensaje y la estrategia de composicin.,jajajajar est excelente mensaje estrategio composicin,2
"1,48236E+18", Que impotencia mujer ??,impotencia mujer,1
"1,48235E+18",  El pajizo quiere esto..buscate una mujer!! La actriz xon traje o no lo hare genial https://t.co/JQCjv51Orc,pajizo querer estobuscate mujer actriz xon traje hare genial,1
"1,48235E+18",Que MUJER el show que se mando  https://t.co/Tb8b7hEme9,mujer show mando,0
"1,48235E+18",#Crmenes | Sin razn aparente: Mujer ebria atac a un hombre con un cuchillo en Tchira   ?? https://t.co/OaTV2L917d,crmén razn aparente mujer ebrio atac hombre cuchillo tchirar,2
"1,48235E+18", un encaje fuxia o rojo se ve  brutal en cualquier mujer????,encaje fuxia rojo ver brutal cualquiera mujer,0
"1,48235E+18",Mujer recibe llamada de falso trabajador de banco y le roban S/7.800 que fueron gastados en casa de apuestas https://t.co/1VnEQnesoT,mujer recibir llamado falso trabajador banco robar gastado casa apuesto,2
"1,48235E+18",  Esa cancin se refiere a una mujer tambin,cancin referir mujer tambin,2
"1,48235E+18", que ridculo!... por que no va a mar del plata a caminar de la mano con la mujer sin custodio a ver como le va!!!,ridculo ir mar platar caminar mano mujer custodio ver ir,2
"1,48235E+18",  Belleza de mujer,belleza mujer,0
"1,48235E+18",Mujer un milln y medio:Yo??????????????? https://t.co/jrggTuIVbH,mujer milln medio,2
"1,48235E+18",Porai dicen... No lo digo yo porq no tengo??????La mujer q ronca es aquella q encontr la forma de seguir jodiendo al marido hasta durmiendo ????????????????????????????????Ahorita ms de una va a decir q  no roncan que son cantos de sirenas ????????serenatas ????,porai decir decir porq tengolo mujer q roncar aquel q encontr forma seguir jodeir marido dormir ahorita ms va decir q roncar canto sirena serenata,1
"1,48235E+18",espero que en esta semana los hombres hayan tenido el reparo de no hablarle y ni si quiera mirar a una mujer por el simple hecho de que ella podra estar pasando lo peor: menstruar con 41 grados,esperar semana hombre reparar hablar él si querer mirar mujer simple hecho podra pasar peor menstruar grado,2
"1,48235E+18", Que mujer tan bella e interesante eres@,mujer tanto bello interesante,0
"1,48235E+18",Una gran prueba de lo que es esta mujer. Una oportunista sin conviciones. Los oportunistas como ella analizan y opinan sobre  la coyuntura no salen de eso. El problema argentino es el Estado y el pesimo modelo de pais que impera desde hace decadas. https://t.co/L5MX700Umv,gran prueba mujer oportunista convición oportunista analizar opinar coyuntura salir problema argentino pesimo modelo pais impera hacer decada,1
"1,48235E+18", Demasiado panfila esa mujer me provoca meterle un lepe cada vez que acta por impulso,demasiado panfilo mujer provocar meter él lepe cada vez acto impulso,1
"1,48235E+18", Hermosa y valiente mujer,hermoso valiente mujer,0
"1,48235E+18","""""""""""""""Ninguna mujer que sufri ABUSO INFANTIL o cualquier tipo de Abuso se busc ser abusada. No somos culpables de la VENTE ENFERMA MENTAL! https://t.co/SQXNplfZQV""""""",ninguno mujer sufri abuso infantil cualquiera tipo abuso busc ser abusar culpable vente enferma mental,2
"1,48235E+18",En Colombia todas las mujeres son muy muy muy bonitas y los hombres somos muy muy muy malucos pero a pesar de eso para la mujer colombiana es sper difcil conseguir pareja comparado con los hombres. Misteriosos son los caminos del Seor**fuente: Eclesiasts 11:5,colombiir todo mujer bonito hombre maluco pesar mujer colombiano sper difcil conseguir pareja comparado hombre misterioso camino seor fuente eclesiasts,0
"1,48235E+18",En trminos generales me gust Caf con Aroma de Mujer no puedo comparar porque no v la anterior de William Levi precioso pero muy Ral Amundaray para m gusto ni en las peores situaciones se le cay el copete y siempre en traje as sea preso ??????,trmino general gust caf aromo mujer poder comparar v anterior william levi precioso ral amundaray m gusto peor situación cay copetir siempre traje os preso,2
"1,48235E+18",Soy el ms feliz con la mujer que tengo a m lado??,ms feliz mujer m lado,0
"1,48235E+18", est mujer es espectacular ?? y ni hablar de lo profesional. ?????? https://t.co/3Lhk7oIG3U,est mujer espectacular hablar profesional,0
"1,48235E+18",  Esta mujer  solo quiere protagonismo desde que su pedido de vacancia qued en RIDCULO.Tremenda joyita la chalaca  que ni el poto es suyo...,mujer solo querer protagonismo pedido vacancia qued ridculotremenda joyito chalaco poto,1
"1,48235E+18",  Jajaajjaajajaj mco ser mujer no ta fcil te imaginas se me caiga una pestaa o una extensin en pleno jamaqueo Jajajjajaajja una sufre!,jajaajjaajajaj mco ser mujer ta fcil imagina caiga pestaa extensin pleno jamaqueo jajajjajaajja sufrir,2
"1,48235E+18",Empresario de 67 conoci a una mujer por internet viaj a frica para verla y lo secuestraron https://t.co/fE17C9nPUB,empresario conoci mujer internet viaj frico ver él secuestrar,2
"1,48235E+18", Me encanta Julieta Ortega mujer profunda inteligente. La morocha argentina.,encanto julieta ortegar mujer profundo inteligente morocha argentino,0
"1,48235E+18",En realidad cualquier persona puede causar daos emocionales y psicolgicos a otra sin importar si es hombre o mujer pero bueno decirlo as vende ms. https://t.co/IX4EpO02ws,realidad cualquiera persona poder causar dao emocional psicolgico importar si hombre mujer bueno decir él os vender ms,2
"1,48235E+18",    La mujer por supuesto merece respeto y el reconocimiento de sus espacios para su desarrollo personal y profesional en condiciones dignas. Pero este es un pas diverso y para la presidencia se requieren TODOS esos votos. Un purismo intelectual no es una ayuda en ese sentido.,mujer supuesto merecer respeto reconocimiento espacio desarrollo personal profesional condición digno pas diverso presidencia requerir voto purismo intelectual ayuda,0
"1,48235E+18",Hallan cuerpo de una mujer asesinada en Bucaramanga dentro de una maleta en medio de la basura. El presunto responsable del crimen fue capturado ? https://t.co/FlGMmgfIeC #VocesySonidos https://t.co/NN3HcJ4qyb,hallar cuerpo mujer asesinado bucaramango dentro maleta medio basura presunto responsable crimar capturado vocesysonido,2
"1,48235E+18", Y solo voy a ir Mujer sers vos ????,solo ir ir mujer ser vo,2
"1,48235E+18",    Terrible actuacin de esa mujer. Me gustara saber porqu actu as,terrible actuacin mujer gustara saber porqu actu os,1
"1,48235E+18","""""""""""""""Un rgimen marxista-leninista que mejor me ha tratado como sacerdote se viva un ideal de lago que ha desaparecido era el hombre nuevo y la mujer nueva"""""""" Pai Oliva""""""",rgimen mejor tratado sacerdote vivo ideal lago desaparecido hombre nuevo mujer nuevo pai olivo,2
"1,48235E+18",???? #ExitosaPer????????La representante de los derechos de la mujer de la Defensora del Pueblo Patricia Sarmiento seal que 5 mil 904 casos de mujeres nias y adolescentes han sido reportadas como desaparecidas en el 2021.Video completo aqu: https://t.co/NEI2iL5Lee https://t.co/qpNzXtXBp2,exitosaper él representante derecho mujer defensor pueblo patricia sarmiento seal mil caso mujer nia adolescente ser reportar desaparecido completo aqu,2
"1,48235E+18", Debe ser una pelcula de accin pues  segn Berni cada da hay ms seguridad en la provincia la delincuencia est bajando cada da q pasa Vi la nota al Sr y me puse a llorar hay q ser muy HDP  para gatiyar en el vientre de una mujer embarazada Berni sos una mierda,deber ser pelcula ain pues segn berni cada dar ms seguridad provincia delincuencia est bajar cada da q pasar vi nota sr posar llorar q ser hdp gatiyar vientre mujer embarazado berni so mierda,1
"1,48235E+18", Anda solo pue! Se una mujer independiente ??,andar solo pue mujer independiente,0
"1,48235E+18",          Celebro que sea mujer. Por eso AMO A CATALUA!,celebro mujer amar cataluar,0
"1,48235E+18",      2/2 es cuestion de ponderacion de derechos jerarquia de derechos: en que semana el derecho a la vida del feto esta por encima a la facultad de abortar de la mujer,cuestion ponderacion derecho jerarquia derechos semana derecho vida feto encima facultad abortar mujer,2
"1,48235E+18", Una mujer que huela rico y que tenga cejas naturales... Ser mucho pedir ??,mujer huelar rico ceja natural ser pedir,2
"1,48235E+18", Se olvid esa mujer de lo que deca de Bullrich de Macri...y de toda la lacra con la que ahora est en connivencia,olvid mujer deco bullrich macriy todo lacra ahora est connivencia,2
"1,48235E+18",Tu eres la mujer que para m eres perfecta.,mujer m perfecta,0
"1,48235E+18",No culpis a las mujeresantes de culparos a vosotros mismos por los repugnantes(actos) que llevis a cabo corrompiendo las sociedades ennombre de la libertad de la mujer.Escrito por el shaykh Hasan Ali al-Ram|jal https://t.co/ZjaSSPk2Uz,culpis mujeresantes culparo mismo repugnant acto llevis cabo corromper sociedad ennombre libertad mujerescrito shaykh hasar ali,0
"1,48235E+18","""""""  Creo que se enamora de un beom pero trasformada en una mujer porque los """"""""beom"""""""" se ocultan entre los humanos""""""",creer enamorar beom trasformado mujer beom ocultar humano,2
"1,48235E+18",  No se de ninguna otra senadora que trabaje ms que esa mujer de las poquitas del congreso que en realidad se merezca su sueldo.,ninguno senadoro trabaje ms mujer poquito congreso realidad merezca sueldo,2
"1,48235E+18", Hola mami venga pa hacer una rumba con mi mujer,hola mami venir pa hacer rumba mujer,1
"1,48235E+18",Una mujer considera mltiples vas para resolver un problema de trabajo en este relato de la argentina Graciela Matrajt#AutoresDeArgentina #Letralia377 https://t.co/LlQc6tmLFf,mujer considerar mltipl va resolver problema trabajo relato argentino gracielir matrajt autoresdeargentinar,2
"1,48235E+18",? Les recordamos que pueden descargar la app Ciudad Mujer Paraguay desde el Playstore en la misma se pueden gestionar citas y obtener informacin sobre servicios talleres cursos y otras actividades que buscan el empoderamiento y la autonoma de las mujeres.#MinMujerPy https://t.co/X3qLrtkoWl,recordar poder descargar app ciudad mujer paraguay playstore mismo poder gestionar cita obtener informacin servicio taller curso actividad buscar empoderamiento autonomo mujer minmujerpy,2
"1,48235E+18",Es que lo amaba tanto  que una cachetada una golpiza o una pualada terminaba siendo una caricia para ella la vctima que as se senta bien amada por su prncipe azul. Pobre mujer! ... Tena podrido el cerebro! https://t.co/bJ2dtkbaKq,amar cachetado golpizo pualado terminar ser caricia vctimo os senta bien amado prncipe azul pobre mujer tena podrido cerebro,2
"1,48235E+18","""""""  Que las madres y padres estamos en plena competencia para ensear no se necesita escuela para esto... Lo que pasa es que hay mucho """"""""decoro"""""""" para unas cosas que son tan bsicas... Gente que se ruboriza si una mujer habla de su perodo frente a hombres cosas absurdas...""""""",madre padr pleno competencia ensear necesitar escuela pasar decoro uno cosa tanto bsica gente ruborizar si mujer hablar perodo frente hombre cosa absurdo,0
"1,48235E+18",SI TU MUJER ME QUIERE A MI YO QUE CULPA TENGOOOOO??,si mujer querer culpa tengooooo,0
"1,48235E+18","""""""Espero que algn da  cuente la historia de como una mujer llamada """"""""Billie jean"""""""" llego a su casa con un chaval diciendo que era su hijo eso si fue de coa total.""""""",esperar algn da cuente historia mujer llamado billie jear llego casa chaval decir hijo si coa total,2
"1,48235E+18",Toda mujer deberia tener los chavos pa operarse lo q le de la gana,todo mujer deberio tener chavo pa operar él q ganar,2
"1,48235E+18","""""""""""""""El 93% de la poblacin panamea considera que las mujeres estn suficientemente preparadas para ejercer posiciones de eleccin popular. El 90% dice que est de acuerdo con la implementacin de leyes pro-paridad en puestos polticos...""""""""?? https://t.co/OSaJNF04b2""""""",poblacin panamear considerar mujer estn suficientemente preparado ejercer posición elein popular decir est acuerdo implementacin ley puesto poltico,2
"1,48235E+18",Video: Cae sospechoso de matar a mujer cuyo cuerpo fue hallado en maleta abandonada en Bucaramanga | https://t.co/P95VdMmYNK https://t.co/GIpqdSHc5l,video caer sospechoso matar mujer cuyo cuerpo hallado maleta abandonado bucaramango,2
"1,48235E+18",  Que delicia desayunarse esa hermosa mujer. Uff recorreria todo ese delicioso cuerpo de pies a cabeza uff ??,delicia desayunar él hermoso mujer uff recorreria delicioso cuerpo pies cabezar uff,0
"1,48235E+18",Alguien en su sano juicio podra ver a Patricia del Ro y ms an tomar o referente a tan lambiscona mujer ! No pues !,alguien sano juicio podra ver patricia ro ms an tomar referente tanto lambisconar mujer pues,2
"1,48235E+18",""""""" Le toca a uno y ms a la mujer.aguantar y tolerar """"""""las licencias carnavalescas"""""""" subidas de tono y de todo.""""""",tocar ms mujeraguantar tolerar licencia carnavalesca subida tono,2
"1,48235E+18","""""""""""""""Aparentemente el Titnic de una mujer es el crucero del amor de otra""""""""""""""",aparentemente titnic mujer crucero amor,2
"1,48235E+18",  Aaahhh.. no lo saba pero creo que se han de ir por un actor negro (ojo no es insulto ni racismo) por la inclusin de razas y culturas. De repente es una mujer la nueva 007.,aaahhh sar creer ir actor negro ojo insulto racismo inclusin raza cultura repente mujer nuevo,2
"1,48235E+18",Fiscal Patricio Espinoza orden diversas diligencias y pericias por el homicidio de mujer de 37 aos quien falleci al sufrir heridas con arma blanca por la espalda. Hay 2 detenidos. Brigada Homicidios y peritos del Laboratorio de Criminalstica trabajan en el sitio del suceso. https://t.co/cA5KAYG285,fiscal patricio espinozar orden diverso diligencia pericia homicidio mujer aos falleci sufrir herida arma blanco espalda detenido brigado homicidio perito laboratorio criminalsticar trabajar sitio suceso,2
"1,48235E+18", Que mujer valiente tuviste de angel en ese momento. Ya que imuchos miran y no ayudan! Felicitaciones a la seora de la herencia !!! Fuerza ,mujer valiente angel momento imucho mirar ayudar felicitación seoro herencia fuerza,0
"1,48235E+18",Pienso a veces que la mujer que le rompi el ??a Pedro Sanchez ahora mismo es autnoma,pensar vez mujer rompi pedro sanchez ahora mismo autnoma,2
"1,48235E+18", Falacia pura. Manda a tu mujer a los mercados y que haga compras del da. Maldito.,falacia puro mandar mujer mercado hacer compra dar maldito,1
"1,48235E+18", Que mujer ms maravilloso ??????,mujer ms maravilloso,0
"1,48235E+18",#Ibagu| Estos dos sujetos le robaron el celular a una mujer cuando hablaba mientras iba dentro de una buseta. ?? https://t.co/iF61sUirtS,ibagu dos sujeto robar celular mujer hablar mientras ir dentro buseta,2
"1,48235E+18",Ejemplo de mujer deportista Lafarja culmina el raid saud por segunda vez en su historial ubicndose en el puesto 54 y siendo la nica paraguaya en haberlo logrado.#VamosParaguay #ElDeporteNosUne#ParaguayDeLaGente https://t.co/nS2k1tXqls,ejemplo mujer deportista lafarja culmina raid saud segundo vez historial ubicndo él puesto ser nico paraguayar haber él lograr vamosparaguay eldeportenosune paraguaydelagente,2
"1,48235E+18",    Igualito. Cuando fui el pasado sbado la mujer no despeg su cara del celular ??,igualito pasado sbado mujer despeg cara celular,2
"1,48235E+18",#TopBLU El abuelo se muri: mujer denuncia que agente de trnsito la mult cuando iba en emergencia https://t.co/dsPZaGRBNk,topblu abuelo muri mujer denunciar agente trnsito mult ir emergencia,2
"1,48235E+18",Mujer llev a #hijo1 a cumpleaos en una quinta todo el da yo pdorua estar maratoneando algo pero no ac estoy por limpiar el bao.... #hicemalnegocio,mujer llev cumpleao quinta dar pdorua maratonear ac limpiar bao hicemalnegocio,2
"1,48235E+18",Historia de la Obstetricia para la mujer. Final. Probablemente uno de los orgenes. Podemos observar la fortaleza y determinacin de una mujer para conquistar sus derechos. Un humilde omenaje a todas mis colegas al revivir este histrico documento https://t.co/IE2etnthK9,historia obstetricio mujer final probablemente orgenes poder observar fortaleza determinacin mujer conquistar derecho humilde omenaje todo colega revivir histrico documento,2
"1,48235E+18",Es intuitivo saber cuando una mujer est aburrida o se arranca las puntas abiertas del cabello o disimuladamente se tocas las chichis,intuitivo saber mujer est aburrido arranca punta abierto cabello disimuladamente toca chichis,2
"1,48235E+18", Hierba mala nunca muere esa mujer radica en Suiza y est ms vacunada que meretriz de las Cucardas.,hierba malo nunca morir mujer radicar suiza est ms vacunado meretriz cucarda,2
"1,48235E+18",Me llam la atencin de una conocida que est soltera y busca pareja por pginas hay personas que hasta desaparecen! tengan cuidado soy mujer y mam me preocupa el mundo un poco inocente para creer ilusiones.,llam atencin conocido est soltero busca parejo pgina persona desaparecer cuidado mujer mam preocupar mundo inocente creer ilusión,2
"1,4824E+18", Puta madre Laura eres una seora!!,puta madre laura seoro,1
"1,4824E+18", La puta que los pariooooo. Escrachalo por favor,puta pariooooo escrachalo favor,1
"1,4824E+18",puta lluvia,puto lluvia,1
"1,4824E+18",cmo te extrao daniela hija de puta,cmo extrao daniela hija puta,1
"1,4824E+18", puta,puta,1
"1,48237E+18", Comunista de mierda feminazi no tiene identidad! Y adems retrasada coo eso es peor que tener las 7 plagas...,comunista mierdo feminazi identidad adems retrasado coo peor tener plaga,1
"1,48236E+18", Es incapaz de violentar y la que lo violenta y est mal somos las mujeres ellos son las tristes vctimas de las feminazi. Machitos de mierda,incapaz violentar violentar est mal mujer triste vctima feminazi machito mierdo,1
"1,4822E+18", Pobre de ti. Feminazi pendeja,pobre feminazi pendeja,1
"1,48209E+18","""""""FEMINAZI me FUNA en FACEBOOK....Soy un ABUS4D0R|LAMENTABLEHoy les traigo las Exageraciones de las """"""""FEMINISTAS"""""""" por memes sin sentido.....RIDCULO...Disfrtalo aqu:https://t.co/7L4AyUrY0z https://t.co/Nr5sOQUeiE""""""",feminazi funa facebooksoy traigo exageración feminista mem sentidoridculodisfrtalo aqu,1
"1,48209E+18",Qu feo ser feminazi y estar todo el tiempo en guerra atacando a los hombres y compitiendo constantemente con ellos e insultndolos. Estpidas frgidas!Nosotras las chicas normales disfrutamos a nuestros hombres y los culeamos bien rico como debe ser ?????,qu feir ser feminazi tiempo guerrar atacar hombre competir constantemente insultndo él estpida frgidasnosotra chica normal disfrutar hombre culeir bien rico deber ser,1
"1,48208E+18","""""""Imagina llamar a una chica """"""""feminazi"""""""" por decir qu tu primo es un pendejo por tener novia y chapar con otra ??""""""",imagina llamar chica feminazi decir qu primo pendejo tener novia chapar,1
"1,48198E+18",Las feminazi son una mierda no sirven para nada ?? https://t.co/QQwo47c2Nl,feminazi mierda servir,1
"1,48182E+18",Prefiero parecer una loca de mierda que perder mi tiempo con salames.Total puta loca y feminazi ya me lo dicen hace aos.Qu le hace una marca ms al tigre ah,preferir parecer loco mierda perder tiempo salamestotal puto loca feminazi decir hacer aosqu hacer marca ms tigre ah,1
"1,48136E+18", No se puede esperar menos de una feminazi. Estn enfermas de odio.,poder esperar menos feminazi estn enferma odio,1
"1,48136E+18","""""""   Me han llamado feminazi veganazi resentida social marica pobre pero nunca me haban dicho que participaba en una """"""""fiesta de odio a los privilegiados"""""""" jajajajajajajajajajajaja""""""",llamar feminazi veganazi resentido social marica pobre nunca har dicho participar fiesta odio privilegiado jajajajajajajajajajajaja,1
"1,48127E+18", Por qu no mostras tu cara feminazi Te da vergenza,qu mostrar cara feminazi dar vergenza,1
"1,48111E+18", Es una progre feminazi &gt:/ESAS SON LAS PEORESson moscan muertas,progre feminazi gt peoresson moscar muerta,1
"1,48108E+18", Maldita feminazi de porquera usted quiere decidir si lo mo es un tweet o una indirecta progres de mierda. Viva mi ejrcito y la limpieza social ajuaaaaaaaa,malditar feminazi porquero usted querer decidir si mo tweet indirecto progr mierdar vivo ejrcito limpieza social ajuaaaaaaaa,1
"1,48246E+18", Que pobreza tan perra. ??????????,pobreza tanto perra,1
"1,48246E+18", QUE QUE!! Por perra vesss ????,perra vesss,1
"1,48246E+18",  Mil y UN veces HIJOS DE PERRA,mil vez hijo perra,1
"1,48246E+18",sionistas hijos de perra!!!!!!!!!!!!!!!!! https://t.co/eV347O6GhH,sionista hijo perra,1
"1,48245E+18",agg maldita zorra puta perra malparida de mierda nacida por el puto culo q excusa tan marikaaaa jajajajajajajja,agg malditar zorra puto perra malparida mierdar nacido puto culo q excusa tanto marikaaaa jajajajajajajjo,1
"1,48245E+18",En tu perra vida vas a encontrar la calma,perra vida va encontrar calma,1
"1,48245E+18", ??????????????????????este hace algo menos asqueroso la perra los caza y los deja tirados y l los agarra de la cola y me los muestra??????????,hacer menos asqueroso perra cazar dejar tirado l agarra cola mostrar,1
"1,48245E+18", Que hermosa putita me gustara como me gustara hacerte mi perra sumisa,hermoso putita gustara gustara hacerte perra sumisar,1
"1,48243E+18",  Que pesado sabe que meti la gamba y sigue... culo sucio.Y la perra segua y segua.,pesado saber meti gamba seguir culo sucioy perra segua seguo,1
"1,48246E+18",Se puede ser ms estupida No creo https://t.co/3BBrct8Z0N,poder ser ms estupido creer,1
"1,48246E+18",No puede ser tan estpidaComo haces para cagar una conversacin en 3 mensajes,poder ser tanto estpidacomo hacer cagar conversacin mensaje,1
"1,48244E+18",Por qu mierda la gente es tan estpida csm que odio!,qu mierdar gente tanto estpido csm odio,1
1,pero ello viven ahi tambien y oleran la mierda ,él vivir ahi tambien olerar mierdo,1
2,Vieja fea horrible gritona,viejo fea horrible gritona,1
4,Porque mierda existen personas tan posesivas y caga verga como esta mina Lpm,mierda existir persona tanto posesiva cagar vergo minar lpm,1
9,como me molestan esas actitudes de mierda ,molestar actitud mierdar,1
10,Me estoy comiendo la picada arabe mas rica de mi vida,comer picado arabe ma rica vida,2
11,Callate zorra y mama duro! ,callate zorra mama duro,1
13,callate perra JAJAJAJAJAJA,callate perra jajajajajajar,1
14,Mira hijo de puta mejor callate la gran jeta malparido a ella y a cualquier virgen la pueden vestir como le den la gana tu eres el culpable de esta desgracia de 20que callo sobre Venezuela y eso no lo vamos a olvidar hijo de puta,mirar hijo puta mejor callate gran jeta malparido cualquiera virgen poder vestir dar ganar culpable desgracia callo venezuela ir olvidar hijo puta,1
17,Racismo es que hagas enfrijoladas con frijoles gueros y no negros.,racismo haga enfrijolada frijol guero negro,2
20,Callate la concha de tu hermana puta,callate conchaber hermana puto,1
22,Tema inmigracion de Venezuela como estamos y que bebemos hacer ayer mire un programa con abogados pidiendo abrir un estudio con todos ellos pera trabajar en Argentina no es como mucho que antecedentes tienen que hacemos con los nuestros es un tema a mirar antes que nos estalle,tema inmigracion venezuela beber hacer ayer mire programa abogados pedir abrir estudio perar trabajar argentina antecedent hacer tema mirar estalle,2
26,Callate vos sos capaz de venderte zorra.... ,callate ser capaz venderte zorra,1
30,La diferencia entre comida mexicana y la comida arabe es que una te da diarrea y otra te de diarrea explosiva,diferenciar comida mexicano comida arabe dar diarrea diarrea explosivo,2
31,CALLATE MALDITA ZORRA. ESTOY MUY NERVIOSO. https://t.co/nQClCXBTTK,callate malditar zorra nervioso,1
33,JAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJA LA PUTA MADRE TE LO MERECES POR ser estupida y mujer,  puta madre merez ser estupir mujer,1
39,Callate perra,callate perra negro,1
43,Callate perra al rato empedamos ,callate perra rato empedar,1
44,Que por cierto Danna Paola tu eres una gata asquerosa y una soportable zorra celosa yo soy fan de camy G y la defiendo sea quien sea el olla y solo soy un chavo aun asi la defiendo me leeiste y me oistes Danna Paola babosa,cierto   gata asqueroso soportable zorra celoso fan camy g defeir olla solo chavo aun asi defeir leeiste oist danna paola babosa,1
45,Callate maldita escoria! Acaso no sabes con quien hablas! Hablas con Baron explodo kills el mejor heroe de U.A quien destrozara tu jodida cara de mierda! Hare que te arrepientas y te metas tus asquerosas idioteces por el orto! https://t.co/lxQnHmqZfd,callate malditar escorio acaso saber habla destrozar jodido cara mierdar hare arrepienta meta asqueroso idiotez orto,1
46,Callate zorra hdp,callate zorra hdp,1
48,#Ciberactivismo por la Revolucion y los #DerechosHumanos en #Tunez. #Mujeres en primera linea de la #revolucion arabe.  https://t.co/2uFl6wUBD3,ciberactivismo revolucion derechoshumano tunez mujer,2
55,dices que eres super puta porque le diste tu numero a un chamo que ni conocias ... callate nina rata,decir super puto dar numero chamo conocia callate nín rato,1
57,Solo hago lo q me ensenaron Ser una #puta,solo hacer q ensenar ser puta,1
58,Funcionaria denuncia acoso y violacion en el Poder Judicial: Me violaron una docena de veces - #AM1080 https://t.co/5N4L5I7KZH https://t.co/9ey5lGEz1r,funcionario denuncia acoso violacion poder judicial violar docena vez,2
59,El vicepresidente de la Diputacion de Alicante se disculpa tras pedir deportaciones masivas de inmigrantes https://t.co/zpHcDCH5KS,vicepresidente diputacion alicante disculpar tras pedir deportación masivo inmigrante,2
62,LA PUTA CALLATE QUE QUIERO TENER EL PELO NARANJAAA Y ME VA A QUEDAR HORRIBLE PORQUE SOY NEGRA,puto callate querer tener pelo naranjaaa ir quedar horrible negra,1
63,CUANDO ESTAS DE NOVIA ES NORMAL QUE UNA PERSONA SE PONGA TANNNNN HIJA DE PUTA,novia normal persona poner tannnnn hija puta,1
64,Jajja no digas tonterias. Jordi le ha respondido de puta madre.,jajja diga tonteria jordi respondido puta madre,1
72,Callate puta rata ya estas llorando,callate puto ratar llorar,1
76,A la mujer buscala delgada y limpia que gorda y guarra ella se volvera.,mujer buscalo delgado limpio gordo volvera,1
84,A la mujer buscala delgada y limpia que gorda y guarra ella se volvera.,mirar buen trasero buen escote acoso,1
88,A la mujer buscala delgada y limpia que gorda y guarra ella se volvera.,callate perra arrepentido,1
97,A la mujer buscala delgada y limpia que gorda y guarra ella se volvera.,ex colaboradora foxnews fustigo murdoch llamar tonteria escandalo acoso sexual,2
98,A la mujer buscala delgada y limpia que gorda y guarra ella se volvera.,llamar nobita gustar shizuka chica bonito gusta puto,1
99,A la mujer buscala delgada y limpia que gorda y guarra ella se volvera.,aaaaaaa vaneeeee felicitación hermoso re merez,0
100,A la mujer buscala delgada y limpia que gorda y guarra ella se volvera.,callate ir bloquear hijo puta,1
101,A la mujer buscala delgada y limpia que gorda y guarra ella se volvera.,talvez quedar zorra merez socia,1
105,A la mujer buscala delgada y limpia que gorda y guarra ella se volvera.,decir si bueno decir mejor callate matate maldito perra arrogante,1
106,A la mujer buscala delgada y limpia que gorda y guarra ella se volvera.,agente patrulla fronterizo usar detener grupo inmigrante indocumentado desierto suroeste arizona buildthewall,2
107,A la mujer buscala delgada y limpia que gorda y guarra ella se volvera.,callate boca burro maldito q ir saber q conteniar proclama d bolivar hijo gran puta maldito burro,1
111,A la mujer buscala delgada y limpia que gorda y guarra ella se volvera.,merez ma escarnio publico hija perra,1
113,A la mujer buscala delgada y limpia que gorda y guarra ella se volvera.,trabajador   reportar recibir paga menor prometido pagar cuota poder trabajar ahi pasaport confiscado empleador llegadar qatar fightracism qatar spain,2
114,A la mujer buscala delgada y limpia que gorda y guarra ella se volvera.,puto idea mujer mujer esclavo,1
123,A la mujer buscala delgada y limpia que gorda y guarra ella se volvera.,muerto perra aguantar tonteria,1
128,A la mujer buscala delgada y limpia que gorda y guarra ella se volvera.,iuuuuuuuh dolio caraaa zorra,1
129,A la mujer buscala delgada y limpia que gorda y guarra ella se volvera.,unico dominasestupido polla caro,1
130,A la mujer buscala delgada y limpia que gorda y guarra ella se volvera.,callate perra mirar foto perfil quier cojar olvida,1
132,A la mujer buscala delgada y limpia que gorda y guarra ella se volvera.,callateeear tén culazo puto,1
141,A la mujer buscala delgada y limpia que gorda y guarra ella se volvera.,gente querer venir ensenar historia puto vida tocar libro interesar historia ensenar viejo,1
142,A la mujer buscala delgada y limpia que gorda y guarra ella se volvera.,callate hijo puta vendido,1
143,A la mujer buscala delgada y limpia que gorda y guarra ella se volvera.,callate puto boca vete biblioteca busca seccion feminismo queda callado lee dejas soltar gilipollez comparable tierra plano cuanto retroceso debate,1
146,A la mujer buscala delgada y limpia que gorda y guarra ella se volvera.,callate negro puto ir llegar dia pagu,1
147,A la mujer buscala delgada y limpia que gorda y guarra ella se volvera.,puta puta vo meter mujer angel enviado jesucristo senor dar yo paz buscar solo ver él,1
152,A la mujer buscala delgada y limpia que gorda y guarra ella se volvera.,anoche hablar bebe,1
153,A la mujer buscala delgada y limpia que gorda y guarra ella se volvera.,callateeeee puta gallín cacareo idea,1
157,A la mujer buscala delgada y limpia que gorda y guarra ella se volvera.,decir si inspiro car zorra,1
158,A la mujer buscala delgada y limpia que gorda y guarra ella se volvera.,novia puta seguro ser sevillistar si cn tigo dinero,1
159,A la mujer buscala delgada y limpia que gorda y guarra ella se volvera.,nenar ma linda cara puta queeeeee jahajajajajajajajjajajajahajajahahahahahahajaj,1
160,A la mujer buscala delgada y limpia que gorda y guarra ella se volvera.,meta domingo aprenderme parte arabe ojo asi,2
